,MAE,RMSE,sMAPE,MASE
lags_only,268.4677490067115,440.86527291773064,30.70676476718066,0.8767069758552504
lags_plus_time,280.13641586699833,463.315148016368,31.885478646906865,0.9146633966209858
full_realistic,280.2474477032942,464.3626307698973,32.02461060160575,0.9151486039917991
